Acc_x,Acc_y,Acc_z,Gyro_X,Gyro_Y,Gyro_Z,Label,Semantic_Interpretation
-5.8141785,0.77375793,8.154388,-0.005477905,-0.009170532,0.007598877,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8534546,0.8118439,8.213898,-0.005477905,-0.007034302,0.009735107,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.836792,0.75471497,8.160339,-0.006546021,-0.008102417,0.009735107,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8320313,0.73091125,8.190094,-0.006546021,-0.009170532,0.010803223,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.82489,0.7201996,8.179382,-0.006546021,-0.009170532,0.010803223,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8213196,0.7535248,8.138916,-0.008682251,-0.010238647,0.008666992,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.765381,0.7832794,8.150818,-0.007614136,-0.009170532,0.007598877,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.765381,0.77375793,8.16153,-0.008682251,-0.011306763,0.010803223,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.818939,0.77970886,8.242462,-0.009750366,-0.011306763,0.007598877,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.842743,0.7594757,8.185333,-0.008682251,-0.012374878,0.010803223,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8391724,0.75709534,8.173431,-0.008682251,-0.011306763,0.009735107,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.854645,0.79042053,8.171051,-0.008682251,-0.009170532,0.009735107,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8415527,0.79042053,8.218658,-0.007614136,-0.009170532,0.011871338,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.857025,0.77137756,8.234131,-0.007614136,-0.008102417,0.011871338,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.842743,0.80470276,8.171051,-0.006546021,-0.005966187,0.012939453,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.855835,0.7082977,8.237701,-0.006546021,-0.005966187,0.01828003,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.867737,0.73805237,8.200806,-0.007614136,-0.005966187,0.016143799,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.803467,0.7023468,8.179382,-0.007614136,-0.007034302,0.016143799,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.798706,0.7773285,8.210327,-0.008682251,-0.009170532,0.014007568,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8796387,0.74757385,8.238892,-0.006546021,-0.011306763,0.012939453,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8403625,0.70710754,8.207947,-0.007614136,-0.010238647,0.011871338,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8475037,0.71543884,8.23056,-0.005477905,-0.012374878,0.011871338,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8391724,0.7201996,8.2127075,-0.006546021,-0.011306763,0.007598877,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8736877,0.68925476,8.188904,-0.006546021,-0.012374878,0.011871338,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.836792,0.7106781,8.196045,-0.006546021,-0.014511108,0.009735107,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.837982,0.735672,8.184143,-0.006546021,-0.014511108,0.008666992,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8463135,0.71543884,8.235321,-0.005477905,-0.015579224,0.009735107,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8344116,0.72972107,8.236511,-0.00440979,-0.017715454,0.009735107,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.798706,0.7261505,8.191284,-0.005477905,-0.015579224,0.005462647,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.7749023,0.7249603,8.209137,-0.00440979,-0.01878357,0.006530762,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.778473,0.73210144,8.198425,-0.00440979,-0.017715454,0.007598877,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.797516,0.82136536,8.209137,-0.003341675,-0.01878357,0.004394531,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.82251,0.7094879,8.207947,-0.00440979,-0.019851685,0.002258301,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.82251,0.7094879,8.207947,-0.00440979,-0.019851685,0.002258301,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.778473,0.7773285,8.140106,-0.005477905,-0.019851685,0.001190186,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.816559,0.7535248,8.213898,-0.00440979,-0.01878357,0.003326416,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.7427673,0.7285309,8.188904,-0.00227356,-0.01878357,0.005462647,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.76062,0.7285309,8.215088,-0.003341675,-0.016647339,0.001190186,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.842743,0.735672,8.16629,-0.00227356,-0.017715454,0.004394531,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.798706,0.7451935,8.185333,-0.00227356,-0.016647339,0.006530762,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.7582397,0.70591736,8.168671,-0.001205444,-0.014511108,0.004394531,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.835602,0.7047272,8.279358,-0.001205444,-0.014511108,0.003326416,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.7951355,0.76423645,8.248413,-0.000137329,-0.014511108,0.001190186,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.734436,0.79637146,8.177002,-0.001205444,-0.011306763,-0.000946045,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.75943,0.70591736,8.171051,-0.001205444,-0.011306763,-0.00201416,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.721344,0.73210144,8.16748,-0.001205444,-0.009170532,-0.004150391,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.753479,0.68925476,8.269836,0.000930786,-0.012374878,-0.00201416,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.753479,0.68925476,8.269836,0.000930786,-0.012374878,-0.00201416,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.785614,0.7332916,8.1805725,0.000930786,-0.012374878,0.001190186,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.811798,0.7344818,8.2127075,0.000930786,-0.012374878,0.00012207,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8213196,0.76423645,8.246033,0.000930786,-0.011306763,-0.00201416,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.7891846,0.7273407,8.260315,0.001998901,-0.012374878,-0.003082275,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.7618103,0.7844696,8.323395,0.001998901,-0.010238647,-0.00201416,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.830841,0.75590515,8.177002,0.001998901,-0.009170532,-0.00201416,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.7760925,0.7618561,8.234131,0.005203247,-0.009170532,-0.003082275,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.830841,0.75590515,8.177002,0.005203247,-0.009170532,-0.003082275,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.7177734,0.7440033,8.1805725,0.005203247,-0.008102417,-0.006286621,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.75943,0.7332916,8.197235,0.006271362,-0.009170532,-0.003082275,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.765381,0.73805237,8.253174,0.005203247,-0.010238647,-0.004150391,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.7998962,0.7285309,8.232941,0.005203247,-0.012374878,-0.008422852,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.7998962,0.7285309,8.232941,0.005203247,-0.012374878,-0.008422852,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.765381,0.79875183,8.192474,0.006271362,-0.011306763,-0.008422852,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.7249146,0.74638367,8.219849,0.005203247,-0.011306763,-0.011627197,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.778473,0.74638367,8.184143,0.006271362,-0.011306763,-0.012695313,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.772522,0.7130585,8.185333,0.006271362,-0.010238647,-0.013763428,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.7689514,0.7190094,8.221039,0.006271362,-0.011306763,-0.012695313,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.7772827,0.7856598,8.235321,0.006271362,-0.010238647,-0.014831543,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.798706,0.7951813,8.238892,0.006271362,-0.004898071,-0.016967773,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.798706,0.7951813,8.238892,0.006271362,-0.004898071,-0.016967773,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8260803,0.7832794,8.156769,0.006271362,-0.004898071,-0.018035889,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.7749023,0.7832794,8.22937,0.007339478,-0.001693726,-0.016967773,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8403625,0.7939911,8.236511,0.008407593,0.00151062,-0.012695313,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.843933,0.80589294,8.175812,0.009475708,0.002578735,-0.011627197,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.7772827,0.7499542,8.224609,0.009475708,0.002578735,-0.011627197,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.7760925,0.74043274,8.22699,0.009475708,0.004714966,-0.009490967,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.76062,0.7582855,8.265076,0.008407593,0.003646851,-0.009490967,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.7439575,0.77256775,8.29007,0.009475708,0.003646851,-0.009490967,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.8022766,0.81303406,8.319824,0.008407593,0.004714966,-0.012695313,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
-5.766571,0.7368622,8.23056,0.009475708,0.003646851,-0.012695313,Standing,"**General description:** Standing is a static posture maintained through minor balance adjustments. **Accelerometer patterns:** nearly constant readings with low-frequency sway; very low signal amplitude. **Gyroscope patterns:** minimal angular velocity reflecting fine balance control. **Body parts involved:** calves, ankles, and core muscles stabilize the body; glutes maintain alignment."
